user_id,age,is_male,orig_user_id
315,43,0,316
316,22,1,317
317,65,1,318
318,38,1,319
319,19,1,320
320,49,0,321
321,20,1,322
322,21,1,323
323,21,0,324
324,48,1,325
325,41,1,326
326,22,1,327
327,51,1,328
328,48,1,329
329,35,0,330
330,33,1,331
331,20,1,332
332,47,1,333
333,32,1,334
334,45,1,335
335,23,1,336
336,37,1,337
337,39,0,338
338,35,1,339
339,46,1,340
340,17,0,341
341,25,0,342
342,43,1,343
343,30,0,344
344,28,0,345
345,34,1,346
346,18,1,347
347,24,0,348
348,68,1,349
349,32,1,350
350,61,1,351
351,37,0,352
352,25,1,353
353,29,0,354
354,25,1,355
355,32,0,356
356,26,1,357
357,40,1,358
358,22,1,359
359,51,1,360
360,22,1,361
361,35,0,362
362,20,1,363
363,63,1,364
364,29,1,365
365,20,0,366
366,17,1,367
367,18,1,368
368,24,1,369
369,52,1,370
370,36,1,371
371,25,0,372
372,24,0,373
373,36,1,374
374,17,1,375
375,28,0,376
376,22,1,377
377,35,1,378
378,44,1,379
379,32,1,380
380,33,1,381
381,45,1,382
382,42,1,383
383,52,1,384
384,36,1,385
385,36,1,386
386,33,1,387
387,31,1,388
388,44,0,389
389,42,0,390
390,23,1,391
391,52,1,392
392,19,1,393
393,25,1,394
394,43,1,395
395,57,1,396
396,17,1,397
397,40,1,398
398,25,1,399
399,33,0,400
400,46,0,401
401,30,1,402
402,37,1,403
403,29,0,404
404,22,0,405
405,52,1,406
406,29,1,407
407,23,1,408
408,48,1,409
409,30,0,410
410,34,1,411
411,25,1,412
412,55,1,413
413,24,1,414
414,39,1,415
415,20,0,416
416,27,0,417
417,55,0,418
418,37,1,419
419,53,1,420
420,38,0,421
421,26,1,422
422,64,1,423
423,36,0,424
424,19,1,425
425,55,1,426
426,51,1,427
427,28,1,428
428,27,1,429
429,38,1,430
430,24,1,431
431,22,1,432
432,27,1,433
433,16,0,434
434,24,1,435
435,30,0,436
436,27,0,437
437,51,0,438
438,23,0,439
439,30,1,440
440,50,1,441
441,22,1,442
442,35,1,443
443,51,0,444
444,21,1,445
445,57,1,446
446,30,1,447
447,23,1,448
448,23,1,449
449,35,0,450
450,16,1,451
451,35,1,452
452,18,1,453
453,57,1,454
454,48,1,455
455,24,1,456
456,33,0,457
457,47,1,458
458,22,1,459
459,44,0,460
460,15,1,461
461,19,0,462
462,48,0,463
463,60,1,464
464,32,1,465
465,22,1,466
466,29,1,467
467,28,1,468
468,60,1,469
469,24,1,470
470,10,1,471
471,24,1,472
472,29,1,473
473,51,1,474
474,30,1,475
475,28,1,476
476,23,0,477
477,29,1,478
478,30,1,479
479,57,1,480
480,73,1,481
481,18,0,482
482,29,1,483
483,27,1,484
484,44,0,485
485,39,1,486
486,22,1,487
487,48,1,488
488,55,1,489
489,29,0,490
490,43,0,491
491,57,1,492
492,22,1,493
493,38,0,494
494,29,1,495
495,21,0,496
496,20,1,497
497,26,1,498
498,42,1,499
499,28,1,500
500,22,1,501
501,22,1,502
502,50,0,503
503,40,0,504
504,27,0,505
505,46,1,506
506,18,0,507
507,27,1,508
508,23,1,509
509,34,1,510
510,22,1,511
511,29,1,512
512,43,1,513
513,27,1,514
514,53,1,515
515,53,0,516
516,24,1,517
517,49,0,518
518,22,1,519
519,62,1,520
520,19,1,521
521,36,1,522
522,50,0,523
523,56,1,524
524,27,0,525
525,30,1,526
526,33,1,527
527,18,1,528
528,47,0,529
529,29,1,530
530,30,0,531
531,20,1,532
532,43,1,533
533,20,1,534
534,45,0,535
535,38,1,536
536,36,1,537
537,31,1,538
538,53,0,539
539,28,1,540
540,19,0,541
541,21,1,542
542,33,1,543
543,44,0,544
544,27,1,545
545,36,1,546
546,50,1,547
547,51,1,548
548,42,1,549
549,16,0,550
550,25,1,551
551,45,1,552
552,58,1,553
553,32,1,554
554,29,0,555
555,35,0,556
556,30,0,557
557,56,0,558
558,69,1,559
559,32,1,560
560,23,1,561
561,54,0,562
562,39,0,563
563,65,1,564
564,40,1,565
565,20,1,566
566,24,1,567
567,39,1,568
568,34,1,569
569,26,1,570
570,34,1,571
571,51,1,572
572,68,1,573
573,56,1,574
574,33,1,575
575,48,1,576
576,36,0,577
577,31,1,578
578,32,1,579
579,16,1,580
580,37,1,581
581,17,1,582
582,44,1,583
583,25,1,584
584,69,1,585
585,20,1,586
586,26,1,587
587,18,0,588
588,21,1,589
589,50,1,590
590,57,0,591
591,18,1,592
592,31,0,593
593,46,1,594
594,25,1,595
595,20,1,596
596,23,1,597
597,40,0,598
598,22,0,599
599,34,1,600
600,19,0,601
601,47,0,602
602,21,1,603
603,39,1,604
604,33,1,605
605,28,1,606
606,49,0,607
607,22,1,608
608,13,0,609
609,22,1,610
610,46,1,611
611,36,1,612
612,37,0,613
613,54,1,614
614,38,1,615
615,55,1,616
616,27,0,617
617,15,0,618
618,17,1,619
619,18,0,620
620,17,1,621
621,25,1,622
622,50,0,623
623,19,1,624
624,27,1,625
625,23,1,626
626,24,1,627
627,13,1,628
628,46,0,629
629,26,0,630
630,18,0,631
631,18,1,632
632,35,1,633
633,39,1,634
634,22,1,635
635,47,1,636
636,30,1,637
637,45,1,638
638,42,0,639
639,20,1,640
640,24,1,641
641,18,0,642
642,39,1,643
643,51,1,644
644,27,1,645
645,17,0,646
646,40,1,647
647,43,1,648
648,20,1,649
649,42,1,650
650,65,1,651
651,35,1,652
652,31,1,653
653,27,0,654
654,50,0,655
655,48,1,656
656,26,0,657
657,33,1,658
658,31,1,659
659,26,1,660
660,28,1,661
661,55,1,662
662,26,1,663
663,30,1,664
664,25,1,665
665,44,1,666
666,35,1,667
667,29,0,668
668,37,1,669
669,30,1,670
670,21,1,671
671,54,0,672
672,51,1,673
673,13,0,674
674,34,1,675
675,30,1,676
676,20,1,677
677,50,1,678
678,20,0,679
679,33,1,680
680,44,0,681
681,23,1,682
682,42,1,683
683,28,1,684
684,32,0,685
685,32,1,686
686,31,0,687
687,37,0,688
688,25,1,689
689,35,1,690
690,34,1,691
691,34,1,692
692,43,0,693
693,60,1,694
694,26,1,695
695,55,1,696
696,25,1,697
697,28,0,698
698,44,1,699
699,17,1,700
700,51,0,701
701,37,1,702
702,26,1,703
703,51,0,704
704,21,0,705
705,23,1,706
706,56,0,707
707,26,0,708
708,21,1,709
709,19,1,710
710,22,0,711
711,22,0,712
712,42,0,713
713,26,1,714
714,21,1,715
715,36,0,716
716,24,1,717
717,42,1,718
718,37,0,719
719,49,0,720
720,24,0,721
721,50,0,722
722,26,1,723
723,31,1,724
724,21,1,725
725,25,0,726
726,25,1,727
727,58,1,728
728,19,1,729
729,31,0,730
730,41,0,731
731,28,0,732
732,44,0,733
733,25,0,734
734,29,0,735
735,48,0,736
736,30,1,737
737,35,1,738
738,35,1,739
739,25,0,740
740,25,1,741
741,35,1,742
742,31,1,743
743,35,1,744
744,42,1,745
745,25,1,746
746,19,1,747
747,28,1,748
748,33,1,749
749,28,1,750
750,24,0,751
751,60,1,752
752,56,1,753
753,59,0,754
754,44,0,755
755,30,0,756
756,26,1,757
757,27,1,758
758,20,0,759
759,35,0,760
760,17,1,761
761,32,1,762
762,27,1,763
763,27,0,764
764,31,1,765
765,42,1,766
766,70,1,767
767,29,1,768
768,39,1,769
769,28,1,770
770,26,1,771
771,50,1,772
772,20,1,773
773,30,1,774
774,46,1,775
775,30,1,776
776,63,1,777
777,34,1,778
778,31,1,779
779,49,1,780
780,20,1,781
781,21,0,782
782,30,1,783
783,47,1,784
784,32,1,785
785,36,0,786
786,18,0,787
787,51,1,788
788,29,1,789
789,27,1,790
790,31,1,791
791,40,1,792
792,22,1,793
793,32,1,794
794,30,1,795
795,32,0,796
796,44,0,797
797,40,0,798
798,49,0,799
799,25,1,800
800,22,1,801
801,35,1,802
802,70,1,803
803,39,1,804
804,27,0,805
805,27,1,806
806,41,0,807
807,45,1,808
808,50,0,809
809,55,0,810
810,40,0,811
811,22,1,812
812,14,0,813
813,30,1,814
814,32,1,815
815,34,1,816
816,19,1,817
817,28,1,818
818,59,1,819
819,22,1,820
820,37,1,821
821,29,0,822
822,27,1,823
823,31,1,824
824,44,1,825
825,28,1,826
826,23,0,827
827,28,1,828
828,48,1,829
829,46,1,830
830,21,1,831
831,24,1,832
832,34,1,833
833,26,1,834
834,44,0,835
835,44,1,836
836,36,0,837
837,23,1,838
838,38,0,839
839,39,1,840
840,45,1,841
841,40,1,842
842,35,1,843
843,22,1,844
844,64,1,845
845,27,1,846
846,29,1,847
847,46,1,848
848,15,0,849
849,34,1,850
850,18,1,851
851,46,1,852
852,49,1,853
853,29,0,854
854,53,1,855
855,43,0,856
856,35,0,857
857,63,1,858
858,18,0,859
859,70,0,860
860,38,0,861
861,25,1,862
862,17,1,863
863,27,1,864
864,25,1,865
865,45,1,866
866,24,1,867
867,21,1,868
868,30,1,869
869,22,1,870
870,31,1,871
871,19,0,872
872,48,0,873
873,36,1,874
874,24,0,875
875,41,1,876
876,30,1,877
877,50,0,878
878,33,0,879
879,13,1,880
880,39,1,881
881,35,1,882
882,49,1,883
883,44,1,884
884,30,0,885
885,20,1,886
886,14,0,887
887,41,1,888
888,24,1,889
889,32,1,890
890,51,0,891
891,36,1,892
892,25,1,893
893,47,1,894
894,31,0,895
895,28,1,896
896,30,1,897
897,23,1,898
898,32,1,899
899,60,1,900
900,38,1,901
901,45,0,902
902,28,1,903
903,17,0,904
904,27,1,905
905,45,1,906
906,25,0,907
907,44,0,908
908,50,0,909
909,28,1,910
910,37,0,911
911,51,1,912
912,27,1,913
913,44,0,914
914,50,1,915
915,27,1,916
916,22,0,917
917,40,1,918
918,25,1,919
919,30,0,920
920,20,0,921
921,29,0,922
922,21,1,923
923,29,1,924
924,18,0,925
925,49,1,926
926,23,1,927
927,21,1,928
928,44,1,929
929,28,0,930
930,60,1,931
931,58,1,932
932,28,1,933
933,61,1,934
934,42,1,935
935,24,1,936
936,48,1,937
937,38,0,938
938,26,0,939
939,32,1,940
940,20,1,941
941,48,0,942
942,22,1,943
